property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
1,2021079459,https://www.domain.com.au/69-25-mantaka-street-blacktown-nsw-2148-2021079459,domain.com.au,2026-08-18T06:00:00Z,"69/25 Mantaka Street, Blacktown",Blacktown,2148,419000,2026-08-17,2026-08-17,0,Private treaty,228,Apartment,2,1,1,84.0,index,1,0,0,"A perfect start for the first home buyer or smart investor is this tidy 2-bedroom unit located on the top floor and with a private outlook. Offering two good sized bedrooms with a mirrored built-in wardrobe to the master, original open planned kitchen with dishwasher provision, air conditioned lounge/dining area leading off to a private balcony, tidy bathroom, and single lock up garage.",63,Top floor;Private outlook;Built-in wardrobe;Dishwasher provision;Air conditioned;Private balcony;Lock up garage,7,LJ Hooker Blacktown,Clair Andree-Evarts,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
2,2020551998,https://www.domain.com.au/36-130-main-street-blacktown-nsw-2148-2020551998,domain.com.au,2026-08-18T06:00:00Z,"36/130 Main Street, Blacktown",Blacktown,2148,443000,2026-08-17,,0,,228,Apartment,2,2,1,,none,1,0,0,"Perfectly positioned in the heart of Blacktown, this impressive two-bedroom apartment offering a contemporary lifestyle of comfort and convenience, all within a well-maintained complex. Located on the sixth floor, this home captures elevated views of the district through to Sydney's east and delivers a low-maintenance lifestyle ideal for first home buyers, downsizers, or investors alike.",55,Elevated views;Low-maintenance lifestyle;Sixth floor;Contemporary lifestyle,4,Raine&Horne St Marys / Rooty Hill,Christopher De Souza,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
3,2021021271,https://www.domain.com.au/41-anthony-street-blacktown-nsw-2148-2021021271,domain.com.au,2026-08-18T06:00:00Z,"41 Anthony Street, Blacktown",Blacktown,2148,910000,2026-08-17,2026-07-31,1,Private treaty,228,House,3,1,1,,none,0,0,0,"Presenting an outstanding opportunity for families, renovators, investors and developers, this original single level home. The existing residence offers three generous bedrooms, separate living and dining areas, a dedicated study and abundant outdoor space, providing immediate functionality alongside significant scope to renovate, rebuild or explore a future duplex development subject to council",52,Close to schools;Close to shops;Close to transport;Deck;Floorboards;Split-System Air Conditioning;Study,7,Richard Matthews Real Estate,Vivek Tailor,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
4,2020983459,https://www.domain.com.au/2-31-third-avenue-blacktown-nsw-2148-2020983459,domain.com.au,2026-08-18T06:00:00Z,"2/31 Third Avenue, Blacktown",Blacktown,2148,380000,2026-08-13,,0,,224,Apartment,1,1,1,,none,1,0,0,"Andrew Ienna is proud to present this conveniently located unit, offering an outstanding opportunity for first home buyers, downsizers, and investors seeking a low-maintenance property in the heart of Blacktown. Positioned within moments of everyday conveniences, this well-presented apartment is just a stone's throw away from Westpoint Shopping Centre, Blacktown Girls & Boys High School",55,Air conditioning;Built in wardrobes;Gas;Internal Laundry;Secure Parking;Broadband internet access;Bath;Balcony / Deck,8,Laing+Simmons Blacktown,Andrew Ienna,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
5,2020877255,https://www.domain.com.au/9-8-18-wallace-street-blacktown-nsw-2148-2020877255,domain.com.au,2026-08-18T06:00:00Z,"9/8-18 Wallace Street, Blacktown",Blacktown,2148,491000,2026-08-11,2026-07-01,1,Private treaty,222,Apartment,2,2,1,,none,1,0,0,"This 3-bedroom, 2-bathroom apartment is set on the lower floor of a well-maintained complex, offering a practical layout with modern updates throughout. The open-plan living and dining area connects seamlessly to a private balcony, creating a comfortable space for both everyday living and entertaining. Conveniently located within walking distance to Westpoint Shopping Centre, Blacktown Train",55,Lower floor;Open-plan living;Private balcony;Modern updates;Walking distance to Westpoint Shopping Centre;Walking distance to Blacktown Train,6,Setia Real Estate,Rajesh Setia,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
6,2020942686,https://www.domain.com.au/41-burrell-parade-blacktown-nsw-2148-2020942686,domain.com.au,2026-08-18T06:00:00Z,"41 Burrell Parade, Blacktown",Blacktown,2148,960000,2026-08-11,,0,Auction,222,House,3,1,2,556.0,index,0,0,0,"Fantastic First Home or Investment Opportunity on 556.4sqm Positioned in a quiet pocket of Blacktown and backing onto a peaceful reserve with no rear neighbours, this rejuvenated family home presents an outstanding opportunity for first home buyers, investors or those seeking future potential (STCA). Set on a generous 556.4sqm parcel with a wide 16.4m frontage, the home has been refreshed and prepared for sale, offering comfortable living with scope to",70,Backing onto reserve;No rear neighbours;Wide 16.4m frontage;Refreshed family home,4,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
7,2020975715,https://www.domain.com.au/12-glamorgan-street-blacktown-nsw-2148-2020975715,domain.com.au,2026-08-18T06:00:00Z,"12 Glamorgan Street, Blacktown",Blacktown,2148,1030000,2026-08-11,2026-08-11,0,Private treaty,222,House,3,1,1,556.0,index,0,0,0,"Offering space, comfort and everyday convenience, this welcoming family home is set in the sought-after and family-friendly pocket of South Blacktown. Showcasing a functional floorplan with separate living, dining and family rooms, three generous bedrooms, an updated bathroom, and a spacious backyard with room to grow, this is a home designed to suit a variety of lifestyles, all within close",60,Close to schools;Close to shops;Close to transport,3,Starr Partners Blacktown,Mark Vella,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
8,2020979939,https://www.domain.com.au/307-11-13-clifton-street-blacktown-nsw-2148-2020979939,domain.com.au,2026-08-18T06:00:00Z,"307/11-13 Clifton Street, Blacktown",Blacktown,2148,575000,2026-08-11,,0,,222,Apartment,2,2,1,,none,1,0,0,"Spacious 2-Bedroom Apartment with Modern Finishes Throughout + 2020 Built. Situated in a modern and well-maintained complex on a quiet street, Umang and the Urbane Team are proud to present 307/11-13 Clifton Street, Blacktown. This spacious two-bedroom apartment showcases stylish finishes and a practical floor plan designed for comfortable modern living. Offering an exceptional combination of convenience, space, and comfort, it presents an outstanding opportunity for",66,Gas;Secure Parking;Dishwasher;Balcony / Deck;Built in wardrobes,5,Urbane Real Estate,Umang Pokharel,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
9,2020999920,https://www.domain.com.au/57-walters-road-blacktown-nsw-2148-2020999920,domain.com.au,2026-08-18T06:00:00Z,"57 Walters Road, Blacktown",Blacktown,2148,1221000,2026-08-08,,0,Auction,219,House,3,1,1,835.0,index,0,0,0,"Opportunity Knocks in South Blacktown - Must Be Sold! Located within walking distance to premier schools, shops, transport and in one of the districts best areas, rare find is this oversized three bedroom brick veneer family home boasting open plan living areas which offers warm, everyday living and leaves nothing to be desired by way of comfort and appeal! Large 835sqm block with wide 18m frontage - potential subdivision/dual occupancy (subject",71,"Brick veneer;Open plan living;Wide 18m frontage;Potential subdivision/dual occupancy;Walking distance to schools, shops, transport",5,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
10,2020956124,https://www.domain.com.au/59-walters-road-blacktown-nsw-2148-2020956124,domain.com.au,2026-08-18T06:00:00Z,"59 Walters Road, Blacktown",Blacktown,2148,900000,2026-08-08,2026-08-08,0,Auction,219,House,3,1,1,562.0,index,0,0,0,"Opportunity Knocks in South Blacktown - Must Be Sold! This immaculately presented three-bedroom family home sitting on a large 562.8sqm block with wide frontage is located within walking distance to premier schools, shops, transport and in one of the districts best areas. Once you enter, you feel the warmth and charm the home exudes! With an owner screaming must sell, inspection is a must! Large 562.8sqm block with wide 24.7m frontage - potential",73,Large block with wide frontage;Walking distance to schools and transport;Recently renovated;Family home,4,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
11,2020755835,https://www.domain.com.au/29-17-19-third-avenue-blacktown-nsw-2148-2020755835,domain.com.au,2026-08-18T06:00:00Z,"29/17-19 Third Avenue, Blacktown",Blacktown,2148,455000,2026-08-07,2026-07-20,1,Private treaty,218,Apartment,2,1,1,,none,1,0,0,"MODERN UNIT - GREAT LOCATION Sky Property are excited to present this immaculately presented neat and tidy ultra rare solid unit situated in one of Blacktowns premium locations within walking distance to Blacktown train station, schools and Westpoint Shopping Centre Inviting open plan layout with floorboards to main living areas and bedrooms Spacious east facing sun filled lounge room and dining area with a split system",66,Open plan layout;Floorboards;East facing;Split system;Walking distance to train station,5,Sky Property Blacktown,Riza Kamerakkas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
12,2020802886,https://www.domain.com.au/4-313-flushcombe-road-blacktown-nsw-2148-2020802886,domain.com.au,2026-08-18T06:00:00Z,"4/313 Flushcombe Road, Blacktown",Blacktown,2148,920000,2026-08-05,2026-08-05,0,Private treaty,216,Townhouse,3,2,2,236.0,index,0,0,0,"Discover this fully renovated, beautiful three-bedroom, two-bathroom townhouse, perfectly positioned within a well-kept complex. Thoughtfully reimagined for modern family living, the home offers a refined blend of contemporary design and everyday functionality. Every detail has been carefully considered, showcasing exceptional craftsmanship alongside a fully integrated smart home system for",49,Fully renovated;Smart home system;Modern design,3,Setia Real Estate,Rajesh Setia,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
13,2020784714,https://www.domain.com.au/12-siebel-street-blacktown-nsw-2148-2020784714,domain.com.au,2026-08-18T06:00:00Z,"12 Siebel Street, Blacktown",Blacktown,2148,1080000,2026-08-05,2026-08-05,0,Private treaty,216,House,5,2,1,560.0,index,0,0,0,"Rental Return Approx. $1,200 Per Week, Fully Renovated House and Studio Retreat. Renovating this home from top to bottom has transformed it into a beautiful family haven. The teenage retreat/studio was invaluable for our extended family, and the wonderful neighbors have made living here a joy. I'm confident that whoever buys it will love it as much as we did. Bedrooms: Five bedrooms in total, including a separate studio that offers flexibility as a guest suite or",77,Air conditioning;Fully fenced,2,Ausrealty - Hills District,Ismail Ates,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
14,2021046479,https://www.domain.com.au/59-lancaster-street-blacktown-nsw-2148-2021046479,domain.com.au,2026-08-18T06:00:00Z,"59 Lancaster Street, Blacktown",Blacktown,2148,900000,2026-07-31,2026-07-31,0,Private treaty,211,House,3,2,3,600.0,index,0,0,0,"Positioned on a prominent corner block, this 3 bedroom residence presents an outstanding opportunity for first home buyers, renovators, investors, or a work from home business owner seeking exceptional exposure (STCA). Designed for comfortable everyday living, this home features a unique split level floor plan with an updated kitchen overlooking the spacious combined living and dining area with",58,Corner position;Split level floor plan;Updated kitchen;Combined living and dining area;Prominent corner block;Outstanding exposure,6,LJ Hooker Blacktown,Matthew Lucas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
15,2020916590,https://www.domain.com.au/53-53a-pelleas-street-blacktown-nsw-2148-2020916590,domain.com.au,2026-08-18T06:00:00Z,"53 - 53A Pelleas Street, Blacktown",Blacktown,2148,1700000,2026-07-29,2026-07-29,0,Auction,209,House,7,4,2,584.0,index,0,0,0,A Rare Corner Position. Fully Renovated. Dual Living Perfection. Presented to the market by your leading agency Sky Property is this stunning double-storey residence which has been fully renovated from top to bottom. Sitting on a generous 584sqm corner block in one of South Blacktown's most coveted pockets - an address that commands attention before you even step inside. No expense has been spared in transforming this already solid and well-loved home into a,74,Corner position;Fully renovated;Dual living;Double-storey;Generous block,5,Sky Property Blacktown,Riza Kamerakkas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
16,2020795474,https://www.domain.com.au/9-nicholas-street-blacktown-nsw-2148-2020795474,domain.com.au,2026-08-18T06:00:00Z,"9 Nicholas Street, Blacktown",Blacktown,2148,1200000,2026-07-28,,0,,208,House,5,2,1,550.0,index,0,0,0,"Set on a generous 550m2 block in a well-established pocket of Blacktown, this much-loved family home at 9 Nicholas Street is being offered for the first time in over 60 years. Proudly held by its original owners, the property presents a rare opportunity to secure a solid, character-filled residence with endless potential. The interiors reflect its original charm, with spacious living areas and",63,Close to transport;Close to shops;Close to schools;Car Parking - Surface;Carpeted;Toilet Facilities;Dishwasher;Living areas;Outdoor entertainment;Rumpus Room;Secure Parking,11,Starr Partners Blacktown,Daniel Formosa,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
17,2021012624,https://www.domain.com.au/3-bridge-view-street-blacktown-nsw-2148-2021012624,domain.com.au,2026-08-18T06:00:00Z,"3 Bridge View Street, Blacktown",Blacktown,2148,1200000,2026-07-27,2026-07-27,0,Private treaty,207,House,5,2,2,803.0,index,0,0,0,"800m2+ 5 BEDROOMS Andrew Ienna is proud to present this expansive family residence, positioned on the high side of one of South Blacktown's most tightly held streets, offering an exceptional opportunity for families seeking space, versatility, and long-term potential. Set on a generous 803sqm parcel of land, this impressive home provides a flexible floorplan with multiple living zones, seamless indoor-outdoor",60,Air conditioning;Internal Laundry,2,Laing+Simmons Blacktown,Andrew Ienna,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
18,2020986603,https://www.domain.com.au/25-virginia-street-blacktown-nsw-2148-2020986603,domain.com.au,2026-08-18T06:00:00Z,"25 Virginia Street, Blacktown",Blacktown,2148,1120000,2026-07-26,,0,Auction,206,House,4,1,3,562.8,listing,0,0,0,"GUIDE $900,000 - AUCTION 26TH OF JULY 10AM Inviting Family Home with Expansive Outdoor Living and Multiple Parking Designed for modern family living with a warm and welcoming atmosphere, this spacious single level residence offers multiple living zones, generous outdoor entertaining and an expansive child friendly backyard. Showcasing stylish interiors, a versatile floorplan and exceptional parking with a garage and double carport, it presents an outstanding opportunity for families seeking comfort and",72,Built in wardrobes;Close to schools;Close to shops;Close to transport;Courtyard;Deck;Floorboards;Split-System Air Conditioning,8,Richard Matthews Real Estate,Eddie (Ediz) Elgun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
19,2020953723,https://www.domain.com.au/42-william-street-blacktown-nsw-2148-2020953723,domain.com.au,2026-08-18T06:00:00Z,"42 William Street, Blacktown",Blacktown,2148,1010000,2026-07-25,2026-07-27,1,Auction,205,House,3,1,3,556.0,index,0,0,0,"Character Meets Opportunity Full of endless character and charismatic charm, this abode is the perfect canvas for a fresh start, making it appealing across a wide range of lifestyles and complemented by a great feature list that enhances its functionality. The interior boasts three unique styled bedrooms and a cozy layout connecting the living space and dining room, which allows any incoming buyer to add a personal touch and",69,Air conditioning;Floorboards;Built in wardrobes;Pets Allowed;Bath;Heating;Dishwasher;Study;Shed;Balcony / Deck,10,Ray White Baulkham Hills,Ravi Pandey,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
20,2020957142,https://www.domain.com.au/25-dagmar-crescent-blacktown-nsw-2148-2020957142,domain.com.au,2026-08-18T06:00:00Z,"25 Dagmar Crescent, Blacktown",Blacktown,2148,992500,2026-07-25,2026-07-25,0,Auction,205,House,4,2,1,600.0,index,0,0,0,"Charming Full Brick Residence backing onto a Reserve. Proudly presenting 25 Dagmar Crescent, Blacktown, an immaculately maintained single level residence offering comfort, convenience and exceptional lifestyle appeal on a generous 600sqm approx. parcel of land. Perfectly suited to first home buyers, young families",43,Full brick;Single level;Backing onto reserve,3,Ray White Castle Hill,Matthew Langdon,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
21,2020963981,https://www.domain.com.au/46-26-mantaka-street-blacktown-nsw-2148-2020963981,domain.com.au,2026-08-18T06:00:00Z,"46/26 Mantaka Street, Blacktown",Blacktown,2148,422500,2026-07-24,,0,,204,Apartment,2,1,1,83.0,index,1,0,0,"Perfectly combining comfort, convenience, and low-maintenance living, this well-presented two-bedroom apartment is an ideal opportunity for first home buyers, investors or those looking to downsize. Conveniently located within easy reach of shops, cafes, restaurants, public transport, schools and local parks, this apartment offers an outstanding lifestyle opportunity in a sought-after location",51,Close to schools;Close to shops;Close to transport,3,Starr Partners Blacktown,Mark Vella,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
22,2020956656,https://www.domain.com.au/3-kingsford-street-blacktown-nsw-2148-2020956656,domain.com.au,2026-08-18T06:00:00Z,"3 Kingsford Street, Blacktown",Blacktown,2148,1050000,2026-07-23,2026-07-23,0,Private treaty,203,House,3,2,1,,none,0,0,0,"Versatile Family Home with Detached Teenagers' Retreat & Expansive Backyard. Set on a generous parcel in a quiet, established pocket of Blacktown, this well-maintained residence delivers space, flexibility and future potential-perfect for growing families, investors or those needing additional living options. Behind its charming street presence, the home reveals a practical layout with light-filled interiors, multiple living zones and a seamless connection to the outdoors.",65,Air conditioning;Built in wardrobes;Close to schools;Close to shops;Close to transport;Deck,6,Manor Real Estate,Taylor Bredin,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
23,2020979423,https://www.domain.com.au/2404-1-boys-avenue-blacktown-nsw-2148-2020979423,domain.com.au,2026-08-18T06:00:00Z,"2404/1 Boys Avenue, Blacktown",Blacktown,2148,570000,2026-07-22,2026-07-22,0,Private treaty,202,Apartment,2,2,1,101.0,index,1,0,0,"Experience the pinnacle of contemporary apartment living in the sought-after Altitude Tower, perfectly positioned in the heart of Blacktown. Just a 4 minute stroll from Blacktown Train Station and Westpoint Shopping Centre, this premium residence combines luxury, convenience and breathtaking outlooks. Occupying a prized top-floor position, apartment 2404 showcases uninterrupted panoramic views",52,Top-floor position;Panoramic views;Near Blacktown Train Station;Near Westpoint Shopping Centre;Altitude Tower,5,Ray White (United Group),Nick Bardon,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
24,2020933655,https://www.domain.com.au/8-prospect-street-blacktown-nsw-2148-2020933655,domain.com.au,2026-08-18T06:00:00Z,"8 Prospect Street, Blacktown",Blacktown,2148,1050000,2026-07-21,2026-07-21,0,Private treaty,201,House,3,1,1,556.0,index,0,0,0,"Positioned in a highly convenient and well-connected pocket of Blacktown, this tidy family home delivers space, versatility and outstanding future potential. Set on a spacious 556.4sqm block, the residence reveals a practical and family-focused layout designed for everyday living, with three generous bedrooms, and versatile lounge, dining and entertaining zones. Whether you're a growing family",55,Air conditioning;Close to schools;Close to shops;Close to transport,4,Starr Partners Blacktown,Mark Vella,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
25,2020866176,https://www.domain.com.au/94-reservoir-road-blacktown-nsw-2148-2020866176,domain.com.au,2026-08-18T06:00:00Z,"94 Reservoir Road, Blacktown",Blacktown,2148,1000000,2026-07-19,2026-07-15,1,Private treaty,199,House,3,2,2,593.0,index,0,0,0,"Positioned for everyday convenience and offering a functional single level layout, this well maintained residence presents an outstanding opportunity for the growing family. Showcasing a bright and expansive living zone, updated kitchen and a large backyard complete with pool and entertaining potential, the home combines comfort with practicality in a location just moments from Blacktown's key",56,Built in wardrobes;Close to schools;Close to shops;Close to transport;Courtyard;Deck;Split-System Air Conditioning,7,Richard Matthews Real Estate,Eddie (Ediz) Elgun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
26,2021011301,https://www.domain.com.au/4-starr-place-blacktown-nsw-2148-2021011301,domain.com.au,2026-08-18T06:00:00Z,"4 Starr Place, Blacktown",Blacktown,2148,1200000,2026-07-18,2026-07-18,0,Private treaty,198,House,3,1,2,702.0,listing,0,0,0,"Perfectly positioned in a peaceful cul-de-sac and set on an impressive approximately 702sqm parcel of land, this beautifully maintained family residence delivers the ideal combination of space, comfort, convenience and future potential. Offering a versatile floorplan with multiple indoor and outdoor living areas, this outstanding home is perfectly suited for growing families, savvy investors or",55,Cul-de-sac location;Multiple living areas;Future potential,3,Ray White Blacktown City,Niman Kayastha,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
27,2020872650,https://www.domain.com.au/19-valda-street-blacktown-nsw-2148-2020872650,domain.com.au,2026-08-18T06:00:00Z,"19 Valda Street, Blacktown",Blacktown,2148,925000,2026-07-18,2026-06-29,1,Private treaty,198,House,3,1,2,550.0,index,0,0,0,"Positioned on a quiet family-friendly corner block in a convenient Blacktown pocket, this beautifully updated residence presents an exceptional opportunity for first home buyers, young families and investors alike. Showcasing refreshed interiors, a practical single level layout and seamless indoor/outdoor flow, the",42,Built in wardrobes;Close to schools;Close to shops;Close to transport;Floorboards;Fully fenced;Secure Parking;Split-System Air Conditioning,8,Richard Matthews Real Estate,,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
28,2021006298,https://www.domain.com.au/202-3-balmoral-street-blacktown-nsw-2148-2021006298,domain.com.au,2026-08-18T06:00:00Z,"202/3 Balmoral Street, Blacktown",Blacktown,2148,600000,2026-07-18,2026-07-18,0,Private treaty,198,House,2,2,1,,none,0,0,0,"COMPLEX RECORD by VARUN SOLD OFF MARKET by FASTEST GROWING AGENT $0 MARKETING COST DKB Real Estate, its directors, contractors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.",62,,0,DKB Real Estate,Varun Sharma,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
29,2021006299,https://www.domain.com.au/1-25-27-fourth-avenue-blacktown-nsw-2148-2021006299,domain.com.au,2026-08-18T06:00:00Z,"1/25-27 Fourth Avenue, Blacktown",Blacktown,2148,463000,2026-07-18,2026-07-18,0,Private treaty,198,Apartment,2,1,1,,none,1,0,0,"DKB Real Estate proudly presents this well maintained 2-bedroom apartment, perfectly positioned in the heart of Blacktown. Conveniently located within walking distance to Blacktown railway station, this property offers the ideal opportunity for first home buyers, downsizers, and savvy investors seeking comfort, convenience, and lifestyle. Property Features: Bright open",49,Walking distance to Blacktown railway station;Well maintained;Bright open plan;Ideal for first home buyers,4,DKB Real Estate,Varun Sharma,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
30,2020866983,https://www.domain.com.au/2-cooper-street-blacktown-nsw-2148-2020866983,domain.com.au,2026-08-18T06:00:00Z,"2 Cooper Street, Blacktown",Blacktown,2148,999999,2026-07-17,2026-07-17,0,Private treaty,197,House,3,1,1,556.0,index,0,0,0,"Positioned in a convenient Blacktown location, this well-kept residence presents an outstanding opportunity for first home buyers, investors, or families seeking space and versatility. Offering a practical layout with multiple indoor and outdoor living zones, the home combines comfort, functionality and future potential in one appealing package. Step inside to discover a welcoming lounge area",55,Spacious family home;versatile indoor and outdoor living;convenient location near Blacktown CBD;practical layout;multiple living zones,5,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
31,2020963966,https://www.domain.com.au/19-17-21-bruce-street-blacktown-nsw-2148-2020963966,domain.com.au,2026-08-18T06:00:00Z,"19/17-21 Bruce Street, Blacktown",Blacktown,2148,450000,2026-07-17,2026-07-17,0,Private treaty,197,Apartment,2,2,1,124.0,index,1,0,0,"Combining exceptional space with an unbeatable location, this oversized apartment presents an outstanding opportunity for first-home buyers and investors seeking low-maintenance living without compromise. One of the largest units within the ""Pinnacle Apartments"" complex, its generous floorplan offers an abundance of living space rarely found in apartment living. Perfectly positioned just moments",52,Air conditioning;Close to schools;Close to shops;Close to transport,4,Starr Partners Blacktown,Jodie Feeney,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
32,2020820776,https://www.domain.com.au/2-sparkle-avenue-blacktown-nsw-2148-2020820776,domain.com.au,2026-08-18T06:00:00Z,"2 Sparkle Avenue, Blacktown",Blacktown,2148,1100000,2026-07-17,2026-07-17,0,Private treaty,197,House,3,2,3,556.0,index,0,0,0,"Recently renovated throughout and well-maintained, this inviting residence offers a practical layout tailored for comfortable family living. With a functional design, the home is enhanced by three great sized bedrooms, a spacious brand new kitchen, a dedicated study and seamless open plan living area. With drive-through access and a peaceful backyard setting, this is a well-rounded opportunity in",58,Study,1,McGrath Blacktown,Monique Layoun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
33,2020934642,https://www.domain.com.au/28-cavendish-avenue-blacktown-nsw-2148-2020934642,domain.com.au,2026-08-18T06:00:00Z,"28 Cavendish Avenue, Blacktown",Blacktown,2148,1110000,2026-07-17,2026-07-17,0,Private treaty,197,House,3,2,3,556.0,index,0,0,0,"A property that has been tastefully renovated and would suit a large family positioned in one of Blacktown's most peaceful, tree lined avenues, this exceptional home delivers space, quality, and lifestyle in equal measure. Designed to maximise natural light and",40,Gas;Solar panels;Balcony;Courtyard;Deck;Fully fenced;Outdoor Entertainment Area;Secure Parking;Shed;Broadband Internet Available;Built in wardrobes;Dishwasher;Floorboards;Air conditioning;Split-System Air Conditioning;Ensuite,16,Marshan Realestate,Robert Thomson,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
34,2020918997,https://www.domain.com.au/35-17-bruce-street-blacktown-nsw-2148-2020918997,domain.com.au,2026-08-18T06:00:00Z,"35/17 Bruce Street, Blacktown",Blacktown,2148,441500,2026-07-16,2026-07-16,0,Private treaty,196,Apartment,2,2,1,,none,1,0,0,"TOP FLOOR SUN SOAKED DETACHED UNIT WITH LIFT AND STORAGE Set in a well-maintained complex, this stylish top floor 2-bedroom with two balconies, 2-bathroom apartment delivers the perfect balance of comfort, convenience, and low-maintenance living in the heart of Blacktown. Designed for effortless indoor-outdoor living, both spacious bedrooms feature mirrored built-in wardrobes and enjoy direct access to the bal",59,Gas;Balcony / Deck;Air conditioning;Alarm System;Built in wardrobes;Car Parking - Basement;Close to schools;Close to shops;Close to transport;Ensuite;Exhaust,11,Andrew Merton Real Estate,Praveen Sethi,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
35,2020936590,https://www.domain.com.au/52-7-griffiths-street-blacktown-nsw-2148-2020936590,domain.com.au,2026-08-18T06:00:00Z,"52/7 Griffiths Street, Blacktown",Blacktown,2148,410000,2026-07-16,2026-07-16,0,Private treaty,196,Apartment,2,1,1,,none,1,0,0,"Umang and Team Urbane Real Estate presents this modern 2-bedroom, 1-bathroom apartment with 1 car space at 52/7 Griffiths Street, Blacktown. This low-maintenance home offers bright open-plan living and dining, a sleek modern kitchen with ample storage, a spacious bedroom, and a well-appointed bathroom. Enjoy your own private balcony, flooded with natural light throughout. Perfect for comfortable",57,Balcony;Floorboards;Air conditioning,3,Urbane Real Estate,Umang Pokharel,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
36,2020852889,https://www.domain.com.au/43-stewart-avenue-blacktown-nsw-2148-2020852889,domain.com.au,2026-08-18T06:00:00Z,"43 Stewart Avenue, Blacktown",Blacktown,2148,1305000,2026-07-16,2026-07-16,0,Private treaty,196,House,4,3,2,696.0,index,0,0,0,"Perfectly positioned in a convenient Blacktown location, this versatile property offers an outstanding opportunity for large families, investors, or buyers seeking additional accommodation potential. Set on an expansive approx. 695.6sqm parcel of land, the home combines multiple living zones, flexible spaces, and excellent outdoor entertaining. Designed with practicality in mind, the main",52,Spacious family living;multiple living zones;flexible spaces;excellent outdoor entertaining,4,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
37,2021065971,https://www.domain.com.au/901-5-second-avenue-blacktown-nsw-2148-2021065971,domain.com.au,2026-08-18T06:00:00Z,"901/5 Second Avenue, Blacktown",Blacktown,2148,440000,2026-07-15,2026-06-27,1,Private treaty,195,Apartment,2,2,1,111.0,index,1,0,0,"Presented by Ray White Blacktown, this modern and well-designed 2-bedroom, 2-bathroom apartment with a secure car space and additional storage offers the perfect combination of comfort, convenience, and lifestyle. Ideally located just moments from Blacktown Station, Westpoint Shopping Centre, quality schools, shops, and all essential amenities, this property is perfectly suited for first home",54,Secure car space;Additional storage;Modern design;Well-designed;Close to Blacktown Station;Near Westpoint Shopping Centre,6,Ray White Blacktown City,Sanjay Saki,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
