property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
184,2020873244,https://www.domain.com.au/9-6-avenue-road-mosman-nsw-2088-2020873244,domain.com.au,2026-08-18T06:00:00Z,"9/6 Avenue Road, Mosman",Mosman,2088,610000,2026-06-26,,0,Other,176,Studio,,1,1,1053.0,index,1,0,1,"Peacefully part of an idyllic low-rise building of 15, this multi-aspect studio apartment is serenely set within the lush canopy that lines neighbouring Reid Park. Opening to nature on three sides, the easy living layout spills out to two separate balconies. Immersed in greenery, look out to the surrounding gardens and enjoy an unrivalled sense on calm. Practically appointed, the sleeping",61,Multi-aspect;Two balconies;Low-rise building;Adjacent to Reid Park,4,Ray White Lower North Shore Group,Chris Girling,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
185,2020759512,https://www.domain.com.au/2-81a-glover-street-mosman-nsw-2088-2020759512,domain.com.au,2026-08-18T06:00:00Z,"2/81A Glover Street, Mosman",Mosman,2088,1440000,2026-06-25,2026-06-25,0,Private treaty,175,Apartment,2,2,1,195.0,listing,1,0,0,"Expansive 195sqm apartment with courtyard and private entry in a prime village location. Ground floor apartment offering 195sqm on title with private street entrance via beautifully manicured gardens. Perfectly situated within a peaceful, secure building. Delivers an instant sense of space with expansive living room.",45,Ground floor;Private street entrance;Courtyard;Manicured gardens;Secure building,5,Vernon Partners,Adam Vernon,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
186,2020825168,https://www.domain.com.au/5-central-avenue-mosman-nsw-2088-2020825168,domain.com.au,2026-08-18T06:00:00Z,"5 Central Avenue, Mosman",Mosman,2088,6399000,2026-06-19,,0,Auction,169,House,5,4,2,607.0,index,0,0,0,"Embracing its due north aspect in style, this newly and holistically renovated family home proudly sits upon a beautifully landscaped 607sqm landholding with resort style swimming pool and child friendly gardens. Combining soft neutrals and organic forms, the chic interiors are finished in a textured materials palette superbly contrasting against sleek walls of strategic glass. Re-imagined to",57,North facing;Elevated views;Resort style swimming pool;Child friendly gardens;Newly renovated;Textured materials palette;Strategic glass walls,7,Ray White Lower North Shore Group,Sabrina Gao,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
187,2020925823,https://www.domain.com.au/8-4-esther-road-mosman-nsw-2088-2020925823,domain.com.au,2026-08-18T06:00:00Z,"8/4 Esther Road, Mosman",Mosman,2088,1560000,2026-06-19,2026-06-19,0,Auction,169,Apartment,2,1,1,78.0,listing,1,0,0,"Positioned on the top floor of a well-maintained boutique complex of just eight apartments, this spacious two-bedroom apartment captures the essence of relaxed Balmoral living, just seconds from the sand, promenade and harbourfront lifestyle. Enjoying a prized corner position with a desirable three-way aspect, the apartment is filled with natural light and benefits from a north-easterly",56,Balcony / Deck;Built in wardrobes,2,Domain Residential,Matt Hardy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
188,2020788411,https://www.domain.com.au/2-63-muston-street-mosman-nsw-2088-2020788411,domain.com.au,2026-08-18T06:00:00Z,"2/63 Muston Street, Mosman",Mosman,2088,6000000,2026-06-18,2026-06-18,0,Private treaty,168,Apartment,4,3,3,631.0,index,1,0,1,"A light-filled haven of contemporary luxury and everlasting style, this 362sqm penthouse style residence showcases captivating harbour views from its exclusive Balmoral Slopes address. Gracing the entire top floor within a boutique development of just two, the house-like proportions are perfectly orientated to maximise both natural light and connection to the postcard setting. Combining custom",55,Whole floor penthouse;Harbour views;Contemporary luxury;Light-filled;Boutique development;House-like proportions;Natural light,7,Ray White Lower North Shore Group,Geoff Smith,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
189,2020896625,https://www.domain.com.au/2-184-raglan-street-mosman-nsw-2088-2020896625,domain.com.au,2026-08-18T06:00:00Z,"2/184 Raglan Street, Mosman",Mosman,2088,1237500,2026-06-17,2026-06-17,0,Private treaty,167,Apartment,2,1,1,,none,1,0,0,"Privately set back in a well maintained boutique block, this inviting first floor apartment showcases stylishly updated interiors and a warm spacious living zone extending to a vine covered balcony. Framed by lush green outlooks over the communal gardens, the move in ready home promises the ultimate low maintenance lifestyle on the fringe of Mosman village. Embraced in a premier convenient pocket",62,Area Views;Built in wardrobes;Close to transport;Close to shops;Intercom;Close to schools;Floorboards;Secure Parking;Balcony;Dishwasher,10,Pello Lower North Shore,Titan Davis,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
190,2020887243,https://www.domain.com.au/5b-699-military-road-mosman-nsw-2088-2020887243,domain.com.au,2026-08-18T06:00:00Z,"5B/699 Military Road, Mosman",Mosman,2088,1450000,2026-06-17,,0,Auction,167,Apartment,2,1,1,101.0,listing,1,0,0,"Boasting a lifestyle location that simply doesn't get any better, this bright spacious apartment enjoys a privileged corner setting on the fifth floor of 'Camellia Gardens'. Every room is bathed in northern sun and enjoying striking vistas that extend across Middle Harbour and out the heads, it delivers a generous floor plan with light filled living and dining rooms, a good",61,Corner setting;Fifth floor;Northern sun;Views across Middle Harbour;Light filled;Deceased Estate,6,Astemi Property,Simon Hardaker,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
191,2020877037,https://www.domain.com.au/15-3-belmont-road-mosman-nsw-2088-2020877037,domain.com.au,2026-08-18T06:00:00Z,"15/3 Belmont Road, Mosman",Mosman,2088,1760000,2026-06-12,2026-06-12,0,Sold prior to auction,162,Apartment,2,2,1,,none,1,0,0,"Situated in the heart of Mosman Village this gorgeous apartment provides a lifestyle of comfort and convenience. Beautifully presented and boasting an exceptional floorplan, with only one common wall, this is a superb opportunity in a prized location. Features include: Light-filled spacious interiors flowing to covered balcony, freshly painted, new carpets throughout. Two spacious bedrooms.",55,Built in wardrobes;Close to transport;Close to shops;Close to schools;Ensuite,5,Murphy Residential,Bindi Codrington,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
192,2020805796,https://www.domain.com.au/1-10-lang-street-mosman-nsw-2088-2020805796,domain.com.au,2026-08-18T06:00:00Z,"1/10 Lang Street, Mosman",Mosman,2088,3200000,2026-06-06,2026-06-06,0,Private treaty,156,Semi-detached,4,2,1,,none,0,0,0,"Move straight into this beautifully presented character semi, rich in timeless charm and ideally positioned in a highly convenient Mosman setting. Double-brick and full of substance and style, the home is defined by soaring ceilings, hardwood floorboards, original fireplaces and graceful arched windows. A generous living domain connects easily to a meticulously landscaped garden, where lush level",57,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools;Prestige Homes;Floorboards;Secure Parking;Dishwasher,9,Belle Property Lower North Shore Group,Megan Thomas,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
193,2020808172,https://www.domain.com.au/14-almora-street-mosman-nsw-2088-2020808172,domain.com.au,2026-08-18T06:00:00Z,"14 Almora Street, Mosman",Mosman,2088,5025000,2026-06-06,,0,Auction,156,House,3,3,2,,none,0,0,0,"Enjoying a world class location less than a level 100m stroll to the golden sands of Balmoral beach, this substantial torrens title residence offers the ultimate beachside lifestyle. Boasting an exceptional floorplan, perfect northerly aspect and secure undercover parking for multiple vehicles, this is a rare find in a tightly held exclusive enclave. Features include: Stylish light-filled",57,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools,5,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
194,2020824673,https://www.domain.com.au/16-5-the-esplanade-mosman-nsw-2088-2020824673,domain.com.au,2026-08-18T06:00:00Z,"16/5 The Esplanade, Mosman",Mosman,2088,1570000,2026-06-06,2026-06-06,0,Auction,156,Apartment,1,1,1,,none,1,0,0,"Embrace the ultimate beach lifestyle with this rare opportunity to secure a slice of paradise on The Esplanade. Positioned on the top floor of a well-maintained building, this one bedroom apartment boasts a sought-after north easterly aspect with panoramic views over Balmoral Beach. The current open plan living and dining area flows directly onto a private balcony.",57,Top floor;North easterly aspect;Panoramic beach views;Private balcony;Open plan living,5,Ray White Lower North Shore Group,Samuel Petrou,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
195,2020758609,https://www.domain.com.au/1-30-hale-road-mosman-nsw-2088-2020758609,domain.com.au,2026-08-18T06:00:00Z,"1/30 Hale Road, Mosman",Mosman,2088,2180000,2026-06-05,2026-06-05,0,Private treaty,155,Townhouse,3,2,2,235.0,listing,0,0,0,"Created for comfort and contemporary living, this semi-like townhouse offers an impressive 235sqm on title with only one common wall. Capturing a prized northerly aspect and abundant natural light, the generous interiors flow seamlessly through glass bi-fold doors to reveal an alfresco timber deck and generous level lawns, privately enclosed by low-maintenance landscaped gardens.",54,Northerly aspect;Low-maintenance gardens;Glass bi-fold doors;Timber deck;Level lawns;Semi-like townhouse;One common wall,7,Vernon Partners,Adam Vernon,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
196,2020562800,https://www.domain.com.au/2-morella-road-mosman-nsw-2088-2020562800,domain.com.au,2026-08-18T06:00:00Z,"2 Morella Road, Mosman",Mosman,2088,7360000,2026-06-05,2026-06-05,0,Private treaty,155,House,5,4,4,594.0,index,0,0,0,"Set in one of Mosman's most tightly held harbourside enclaves, this impressive family residence offers a rare combination of prestige, tranquillity and space, preserved from the high-density apartment developments in neighbouring suburbs. Clifton Gardens represents some of Sydney's most coveted real estate, where the neighbourhood offers an unmatched lifestyle just minutes from Mosman Village",54,Built in wardrobes;Close to transport;Close to shops;Close to schools;Water Views;City Views;Study;Gas Heating;Ducted Cooling,9,Pello Lower North Shore,Stefon Bertram,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
197,2020743658,https://www.domain.com.au/21-96-ourimbah-road-mosman-nsw-2088-2020743658,domain.com.au,2026-08-18T06:00:00Z,"21/96 Ourimbah Road, Mosman",Mosman,2088,900000,2026-06-05,2026-06-05,0,Private treaty,155,Apartment,2,1,1,2004.0,index,1,0,1,"Positioned for ultimate convenience and capturing sweeping views over the treeline to the shimmering waters of Middle Harbour, this sun-drenched apartment offers a lifestyle of serenity in one of Mosman's most accessible pockets. Situated on the top floor of a well-maintained building, this residence seeks to impress with its light atmosphere. The generous living and dining area flows seamlessly",59,Top floor;Sun-drenched;Views over treeline to Middle Harbour;Light atmosphere;Well-maintained building,5,Ray White Lower North Shore Group,Jake Wilson,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
198,2020821383,https://www.domain.com.au/105-holt-avenue-mosman-nsw-2088-2020821383,domain.com.au,2026-08-18T06:00:00Z,"105 Holt Avenue, Mosman",Mosman,2088,3550000,2026-06-05,2026-06-05,0,Sold prior to auction,155,House,4,3,,,none,0,0,0,"Enchanting Character Family Terrace. Brimming with enduring charm and classic elegance, this inviting full brick terrace marries thoughtfully updated interiors with retained period features and a fluid indoor-outdoor connection to the private level garden. Capturing a prized north to rear aspect, the light infused design displays versatile multiple living zones and generous rooms accented with soaring high ceilings. Its tree lined",61,North-facing aspect;Period features;Indoor-outdoor connection;Private garden;High ceilings;Multiple living zones;Full brick terrace;Light-filled design,8,Pello Lower North Shore,David Smeallie,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
199,2020640198,https://www.domain.com.au/10-116-belmont-road-mosman-nsw-2088-2020640198,domain.com.au,2026-08-18T06:00:00Z,"10/116 Belmont Road, Mosman",Mosman,2088,2380000,2026-06-05,2026-06-05,0,Private treaty,155,Townhouse,3,2,2,192.0,index,0,0,0,"Monarch 'Stables' - Exclusive Designer Townhouse in Coveted Lower North Shore. Designed by award-winning architects Bates Smart, Monarch commands a prestigious position in one of the Lower North Shore's most sought-after enclaves. Defined by grand proportions and exquisitely curated interiors, this landmark address sets a new benchmark for contemporary Mosman living. This is a rare opportunity to secure one of only a handful of exclusive townhouses within ""The Stables"" - an",71,Award-winning architecture;Designer interiors;Exclusive enclave;Landmark address,4,De Brennan Property,Jonathon De Brennan,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
200,2020874932,https://www.domain.com.au/10-1-hampden-street-mosman-nsw-2088-2020874932,domain.com.au,2026-08-18T06:00:00Z,"10/1 Hampden Street, Mosman",Mosman,2088,825000,2026-06-04,2026-06-04,0,Sold prior to auction,154,Apartment,1,1,1,,none,1,0,0,"Commanding a breathtaking harbourside position, this top floor, one bedroom residence captures uninterrupted panoramic views across Middle Harbour from both the living area and north-facing balcony. Bathed in natural sunlight and perfectly positioned within one of Mosman's most tightly held pockets, the apartment delivers an enviable lifestyle just moments from Balmoral & Chinamans Beach, Mosman",55,Built in wardrobes;Close to transport;Close to shops;Close to schools;Water Views;Car Parking - Surface;Carpeted;Dishwasher,8,Aurora Property Lower North Shore,Hamish Kyle,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
201,2020784240,https://www.domain.com.au/9-238-raglan-street-mosman-nsw-2088-2020784240,domain.com.au,2026-08-18T06:00:00Z,"9/238 Raglan Street, Mosman",Mosman,2088,1590000,2026-06-04,2026-06-04,0,Auction,154,Apartment,2,1,1,84.0,listing,1,0,0,"Perched above the lapping shores of Balmoral Beach with a northeast aspect and an outlook over the harbour past Grotto Point to Manly, this impressive top-floor apartment delivers a blissful sand-in-the-toes and cafe lifestyle just a short drive or ferry ride from the Sydney CBD. Wonderfully bright and breezy with windows on three sides, it boasts a generous living and dining space extending to a",65,Beach proximity;Harbour views;Top-floor;Northeast aspect;Three-sided windows;Bright and breezy,6,Clarke & Humel Property,Shabina Kamal,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
202,2020664432,https://www.domain.com.au/13-17-23-heydon-street-mosman-nsw-2088-2020664432,domain.com.au,2026-08-18T06:00:00Z,"13/17-23 Heydon Street, Mosman",Mosman,2088,1360000,2026-06-04,2026-06-04,0,Private treaty,154,Retirement living,2,1,1,92.0,listing,1,0,0,"Enjoying a sought-after northerly aspect on the first floor of 'Heydon Grove,' this light-filled, fully renovated apartment offers a premium opportunity for over-55s seeking comfort, community, and convenience. Nestled in a peaceful cul-de-sac, this boutique community is surrounded by lush. Residents enjoy secure intercom entry, level lift access, and the reassurance of a 24-hour vital call",56,Air conditioning;Balcony/Deck;Built in wardrobes;Intercom;Secure Parking,5,Richardson & Wrench Mosman/Neutral Bay,Kirsty Freyer,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
203,2020898311,https://www.domain.com.au/11-euryalus-street-mosman-nsw-2088-2020898311,domain.com.au,2026-08-18T06:00:00Z,"11 Euryalus Street, Mosman",Mosman,2088,7260000,2026-06-04,2026-06-04,0,Sold prior to auction,154,House,6,4,3,879.0,index,0,0,0,"Showcasing a sweeping Middle Harbour panorama with the bright lights of North Sydney, St Leonards and Chatswood glistening in the background, this commanding family home combines the luxury of space with everyday practicality from an elevated Beauty Point address. Raised above street level, a long driveway reaches the double garaging for convenient internal access. A grand double height ceiling",59,Double garage;Double height ceiling;Elevated address;Middle Harbour views,4,Ray White Lower North Shore Group,Sabrina Gao,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
204,2020635428,https://www.domain.com.au/96-glover-street-mosman-nsw-2088-2020635428,domain.com.au,2026-08-18T06:00:00Z,"96 Glover Street, Mosman",Mosman,2088,3390000,2026-06-02,,0,Auction,152,House,4,3,2,379.0,index,0,0,0,"Classic Federation Grandeur Meets Contemporary Sophistication. Set within a prized Mosman address, this freestanding residence blends enduring character with contemporary refinement across a flowing Two-level design. Established gardens and a sun-washed verandah create a welcoming first impression, while inside, period details - timber floors, leadlight windows, bay windows, picture rails and ornate fireplaces - evoke warmth and sophistication.",58,Federation architecture;timber floors;leadlight windows;bay windows;picture rails;ornate fireplaces;established gardens;sun-washed verandah;two-level design,9,De Brennan Property,David Grant,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
205,2020877721,https://www.domain.com.au/17-22-mosman-street-mosman-nsw-2088-2020877721,domain.com.au,2026-08-18T06:00:00Z,"17/22 Mosman Street, Mosman",Mosman,2088,827000,2026-06-01,,0,Auction,151,Apartment,1,1,1,,none,1,0,0,Beautifully Renovated One Bedroom Apartment With Views Of The Bridge. This beautiful modern sunny one bedroom apartment looks out across Sydneys CBD and harbour bridge. Located on 4th floor of well-maintained security building and moments to Avenue Rd cafes and transport. Split air conditioning in bedroom. Double sized bedroom w/built-in. Fully renovated bathroom with walk in shower. Modern kitchen with gas stove top.,63,Split air conditioning;Double sized bedroom with built-in;Fully renovated bathroom;Modern kitchen with gas stove top;Bridge and harbour views;4th floor;Security building,7,DiJones - Neutral Bay,Jeremy McPherson,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
206,2020778239,https://www.domain.com.au/14-calypso-avenue-mosman-nsw-2088-2020778239,domain.com.au,2026-08-18T06:00:00Z,"14 Calypso Avenue, Mosman",Mosman,2088,4820000,2026-05-30,2026-05-30,0,Auction,149,House,4,2,2,,none,0,0,0,"Federation elegance meets contemporary comfort in this freestanding Mosman residence, designed as a private family retreat with a pavilion-like layout centred around a tranquil internal courtyard. At the cul-de-sac end of a tightly held avenue, the two-storey home offers a rare opportunity to buy in a leafy pocket between Mosman village and Sirius Cove. A timeless, contemporary aesthetic brings",59,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools,5,Murphy Residential,Max Wagschall,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
207,2020705154,https://www.domain.com.au/6-800-military-road-mosman-nsw-2088-2020705154,domain.com.au,2026-08-18T06:00:00Z,"6/800 Military Road, Mosman",Mosman,2088,2725000,2026-05-29,2026-05-29,0,Private treaty,148,Townhouse,3,2,2,,none,0,0,0,"Capturing a spectacular panoramic vista from Balmoral to North Head, this elegant townhome holds a quiet position within a boutique complex, just steps from the energy of Mosman's vibrant village. Nestled amongst layered greenery, it feels private and protected, with bright, airy interiors extending effortlessly to a wraparound courtyard where sun-splashed terraces create a secluded setting",56,Harbour views;Wraparound courtyard;Boutique complex;Terraces,4,O'Gorman and Partners Real Estate Co,Rob Jacobs,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
208,2020214993,https://www.domain.com.au/28-9-mandolong-road-mosman-nsw-2088-2020214993,domain.com.au,2026-08-18T06:00:00Z,"28/9 Mandolong Road, Mosman",Mosman,2088,800000,2026-05-29,2026-05-29,0,Private treaty,148,Apartment,1,1,,,none,1,0,0,"Perched high on the prestigious Balmoral Slopes, this light-filled apartment encapsulates the quintessential Mosman lifestyle. Just 700 metres to the shores of Balmoral Beach and a mere 80 metres to the heart of Mosman Village, it promises a lifestyle of leisure, connection, and effortless convenience. Bright and inviting, the open-plan living and dining zone flows seamlessly and is finished in a",61,Built in wardrobes;Close to transport;Close to shops;Close to schools;Carpeted,5,Atlas - Lower North Shore,Tia Naris,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
209,2020799443,https://www.domain.com.au/2-182-raglan-street-mosman-nsw-2088-2020799443,domain.com.au,2026-08-18T06:00:00Z,"2/182 Raglan Street, Mosman",Mosman,2088,1275000,2026-05-29,2026-05-29,0,Sold prior to auction,148,Apartment,2,1,1,90.0,listing,1,0,0,"Positioned in a prized Mosman pocket, this beautifully presented two-bedroom apartment delivers effortless village living with lift access and an elevated, leafy outlook across landscaped grounds. The combined living and dining areas flow seamlessly to the balcony - a perfect spot for morning coffee or relaxed evenings at home. Both bedrooms are well-proportioned and include built-in wardrobes.",57,Air conditioning;Built in wardrobes;Internal Laundry;Bath;Secure Parking;Balcony/Deck,6,Raine & Horne Mosman,Shann Warner,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
210,2020836582,https://www.domain.com.au/1-31-musgrave-street-mosman-nsw-2088-2020836582,domain.com.au,2026-08-18T06:00:00Z,"1/31 Musgrave Street, Mosman",Mosman,2088,2250000,2026-05-29,,0,Auction,148,Apartment,2,1,1,164.0,listing,1,0,0,"Boutique entertainer with splendid harbour and city views. Evoking a semi-like ambiance, this beautiful Federation apartment delivers refined character interiors of generous proportions with a wonderful wraparound courtyard capturing intimate harbour and city views. It's peaceful sought-after location is a stroll away to ferries, foreshore walks and city buses. Elevated ground floor home features its own private entrance 164sqm on title in a grand",64,Elevated ground floor;Private entrance;Wraparound courtyard;Harbour views;City views;Federation character,6,McGrath Lower North Shore - Mosman,Anthony Godson,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
211,2020747513,https://www.domain.com.au/12-22-warringah-road-mosman-nsw-2088-2020747513,domain.com.au,2026-08-18T06:00:00Z,"12/22 Warringah Road, Mosman",Mosman,2088,1030000,2026-05-26,2026-05-26,0,Private treaty,145,Apartment,1,1,1,787.0,index,1,0,1,"Positioned within the tightly held and immaculately maintained 'Hopetoun' building, this beautifully renovated first-floor apartment presents a rare opportunity to secure a blue-chip investment in one of the Lower North Shore's most desirable lifestyle pockets. Bathed in all-day northerly sunlight, the spacious open-plan living and dining zone flows effortlessly to a private balcony, capturing elevated harbour views, premium renovation and a secure investment opportunity.",64,Internal Laundry;Air conditioning;Balcony / Deck;Broadband internet access;Built in wardrobes;Intercom;Swimming Pool;Unfurnished,8,Property Alchemy,Penelope Valentine,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
212,2020769098,https://www.domain.com.au/3-209-spit-road-mosman-nsw-2088-2020769098,domain.com.au,2026-08-18T06:00:00Z,"3/209 Spit Road, Mosman",Mosman,2088,1390000,2026-05-22,2026-05-22,0,Private treaty,141,Apartment,2,1,1,,none,1,0,0,"A Private Villa-Like Garden Residence. Harbourside living meets garden serenity in this house-like residence, one of only three in a tightly held block in an idyllic setting just 650m to Chinamans Beach. Hidden from the street and remarkably private, the boutique home is introduced via its own entry and enjoys direct access to beautifully manicured gardens, with no common walls enhancing the sense of peace and seclusion. A villa-like",69,Villa-like residence;Harbourside location;Private garden access;No common walls;650m to Chinamans Beach,5,Murphy Residential,Max Wagschall,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
213,2020802330,https://www.domain.com.au/2-78-shadforth-street-mosman-nsw-2088-2020802330,domain.com.au,2026-08-18T06:00:00Z,"2/78 Shadforth Street, Mosman",Mosman,2088,785000,2026-05-22,2026-05-22,0,Private treaty,141,Apartment,1,1,1,51.0,index,1,0,0,"Capturing a prized north west aspect from the rear of a boutique block, this elevated ground floor apartment offers a whisper quiet village lifestyle. It's a stroll to Avenue Road cafes, shops and lifestyle facilities, while less than 2km to Balmoral Beach. Fresh white interiors showcase refurbished parquetry floors Open living, dining and kitchen maximises space and light Sun drenched",60,Elevated ground floor;North west aspect;Refurbished parquetry floors;Open plan living;Boutique block;Village lifestyle,6,McGrath Lower North Shore - Mosman,Jon Snead,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
214,2020843036,https://www.domain.com.au/8-59-spit-road-mosman-nsw-2088-2020843036,domain.com.au,2026-08-18T06:00:00Z,"8/59 Spit Road, Mosman",Mosman,2088,750000,2026-05-21,2026-05-21,0,Sold prior to auction,140,Apartment,1,1,1,,none,1,0,0,"Tucked within a well-maintained and secure building, this light-filled one-bedroom apartment represents a compelling proposition in one of Sydney's most tightly held harbour suburbs. The generous open-plan living and dining room is the heart of the home, with double glazed windows, a north-facing balcony extending the space outdoors and capturing glimpses of the water. The kitchen is well",58,North-facing balcony;Water glimpses;Double glazed windows;Well-maintained building;Secure building;Open-plan living;Light-filled,7,Ray White Lower North Shore Group,Chris Davies,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
215,2020765853,https://www.domain.com.au/3-11-central-avenue-mosman-nsw-2088-2020765853,domain.com.au,2026-08-18T06:00:00Z,"3/11 Central Avenue, Mosman",Mosman,2088,1625000,2026-05-21,2026-05-21,0,Private treaty,140,Apartment,2,1,,85.0,listing,1,0,0,"Set within an intimate block of four, this beautifully proportioned Art Deco Georgian apartment is bathed in northern light, with expansive interiors opening to a sun-drenched oversized balcony. Open plan kitchen with large pantry, Ilve Oven & stove, Bosch dishwasher. Dark timber floors, freshly painted and brand new carpet throughout. Light & airy living and dining with fireplace flows to large",61,Built in wardrobes;Close to transport;Close to shops;Open Fire Place;Pets Allowed,5,The Agency North,Nic Yates,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
216,2020861083,https://www.domain.com.au/4g-732-military-road-mosman-nsw-2088-2020861083,domain.com.au,2026-08-18T06:00:00Z,"4G/732 Military Road, Mosman",Mosman,2088,1220000,2026-05-21,2026-05-21,0,Private treaty,140,Apartment,1,1,1,92.0,index,1,0,0,"Peacefully positioned at the rear of the building with its own secure entry, this residence provides a calm sanctuary with generous proportions, seamless indoor outdoor flow and an inviting sense of privacy. Set in the heart of Mosman Village with cafes, boutiques and transport just moments from your door. Security intercom entry combined with easy level lift access for everyday convenience.",61,Rear position;Private courtyard;Secure entry;Lift access;Mosman Village location,5,Raine & Horne Mosman,Andrew Bowden,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
217,2020788609,https://www.domain.com.au/14-dalton-road-mosman-nsw-2088-2020788609,domain.com.au,2026-08-18T06:00:00Z,"14 Dalton Road, Mosman",Mosman,2088,3700000,2026-05-20,2026-05-20,0,Private treaty,139,Semi-detached,4,2,1,246.0,index,0,0,0,"Federation charm with modern family-focused design. This elegant dual-level Mosman residence blends charming Federation character with a beautifully designed family floorplan in a setting that feels both tranquil and central. Behind its graceful facade, traditional details include leadlight windows, ceiling roses, fireplaces and soaring ceilings, while the contemporary living extension is filled with natural light and premium finishes. Seamless",59,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Pets Allowed;Close to schools;Prestige Homes,7,Belle Property Lower North Shore Group,Megan Thomas,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
218,2020747692,https://www.domain.com.au/32b-2-brady-street-mosman-nsw-2088-2020747692,domain.com.au,2026-08-18T06:00:00Z,"32B/2 Brady Street, Mosman",Mosman,2088,2000000,2026-05-19,2026-05-19,0,Private treaty,138,Apartment,2,2,2,154.0,listing,1,0,0,"Luxuriating in its leafy outlook to gardens and protected from LMR development sites, this 154sqm Beechgrove gem delivers everything the Mosman village lifestyle promises, with manicured gardens and a level stroll of less than 100m to the most sought after community on the Lower North Shore. Set within a secure Mirvac-built complex surrounded by manicured gardens, this is a",59,Air conditioning;Area Views;Built in wardrobes;Close to transport;Close to shops;Intercom;Close to schools;Ensuite;Security Access;Lift Installed;Prestige Homes;Floorboards;Secure Parking;Balcony;Dishwasher;Ducted Cooling,16,Belle Property Lower North Shore Group,Gemma Simons,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
219,2020803032,https://www.domain.com.au/2-5-belmont-road-mosman-nsw-2088-2020803032,domain.com.au,2026-08-18T06:00:00Z,"2/5 Belmont Road, Mosman",Mosman,2088,1925000,2026-05-18,2026-05-18,0,Sold prior to auction,137,Apartment,2,1,,,none,1,0,0,"Enjoying a convenient location, this beautifully renovated, garden apartment boasts house like proportions and provides the ultimate Mosman Village lifestyle. Showcasing timeless sunlit interiors, high ceilings and seamless indoor/outdoor flow, this is a rare find right in the heart of Mosman. Features include: High ceilings, polished boards, air-conditioning, ample storage. Well maintained.",52,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools;Study,6,Murphy Residential,Bindi Codrington,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
